Source;Target;Type;Id;Label;Weight
ADAPTIVE MANAGEMENT;WATER RESOURCES;Directed;183893;;2
ADAPTIVE MANAGEMENT;WATERSHED (FR: BASSIN VERSANT);Directed;183894;;1
ALTIPLANO (BOLIVIA);AMAZON PLAIN;Directed;183895;;1
ALTIPLANO (BOLIVIA);AMAZON RIVER;Directed;183896;;1
ALTIPLANO (BOLIVIA);BIODIVERSITY;Directed;183897;;1
ALTIPLANO (BOLIVIA);BIOGEOCHEMISTRY;Directed;183898;;1
ALTIPLANO (BOLIVIA);BISSAU GUINEA;Directed;183899;;1
ALTIPLANO (BOLIVIA);BRAZIL;Directed;183900;;3
ALTIPLANO (BOLIVIA);CARBON CYCLE;Directed;183901;;1
ALTIPLANO (BOLIVIA);CLIMATE ADAPTATION;Directed;183902;;2
ALTIPLANO (BOLIVIA);COLLECTIVE LEARNING;Directed;183903;;1
ALTIPLANO (BOLIVIA);CONSERVATION PLANNING;Directed;183904;;1
ALTIPLANO (BOLIVIA);CONSTRAINT PROGRAMMING;Directed;183905;;1
ALTIPLANO (BOLIVIA);CONTROL AND PREVENTION STRATEGY;Directed;183906;;1
ALTIPLANO (BOLIVIA);DAM (HYDROLOGY);Directed;183907;;1
ALTIPLANO (BOLIVIA);DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);Directed;183908;;1
ALTIPLANO (BOLIVIA);DATA (SATELLITE);Directed;183909;;2
ALTIPLANO (BOLIVIA);DATA HETEROGENEITY;Directed;183910;;2
ALTIPLANO (BOLIVIA);DECISION SUPPORT TOOL;Directed;183911;;2
ALTIPLANO (BOLIVIA);ECOSYSTEM (AQUATIC);Directed;183912;;1
ALTIPLANO (BOLIVIA);ENVIRONMENT-SOCIETY RELATIONS;Directed;183913;;1
ALTIPLANO (BOLIVIA);FLOOD (FR: CRUE/INONDATION);Directed;183914;;1
ALTIPLANO (BOLIVIA);FLOODPLAIN;Directed;183915;;1
ALTIPLANO (BOLIVIA);FORECASTING;Directed;183916;;2
ALTIPLANO (BOLIVIA);GEOMATICS;Directed;183917;;2
ALTIPLANO (BOLIVIA);GIS (GEOGR. INFORM. SYS.);Directed;183918;;2
ALTIPLANO (BOLIVIA);GLOBAL CHANGE IMPACT;Directed;183919;;1
ALTIPLANO (BOLIVIA);HYDROLOGICAL BASIN;Directed;183920;;2
ALTIPLANO (BOLIVIA);HYDROLOGICAL MONITORING SYSTEM;Directed;183921;;3
ALTIPLANO (BOLIVIA);HYDROLOGY;Directed;183922;;3
ALTIPLANO (BOLIVIA);HYDROSYSTEM;Directed;183923;;2
ALTIPLANO (BOLIVIA);INDICATOR (SOCIO-ENVIRONMENTAL);Directed;183924;;1
ALTIPLANO (BOLIVIA);LAKE;Directed;183925;;1
ALTIPLANO (BOLIVIA);LIMNOLOGY;Directed;183926;;1
ALTIPLANO (BOLIVIA);MODEL (AGENT-BASED);Directed;183927;;1
ALTIPLANO (BOLIVIA);MODEL (HYBRID);Directed;183928;;1
ALTIPLANO (BOLIVIA);MODEL (NUMERICAL);Directed;183929;;2
ALTIPLANO (BOLIVIA);MODEL DEM (DIGITAL ELEVATION MODEL);Directed;183930;;2
ALTIPLANO (BOLIVIA);MODELLING;Directed;183931;;3
ALTIPLANO (BOLIVIA);MODELLING (COMPANION);Directed;183932;;1
ALTIPLANO (BOLIVIA);MODELLING (CONCEPTUAL);Directed;183933;;2
ALTIPLANO (BOLIVIA);MODELLING (HYDRODYNAMICS);Directed;183934;;2
ALTIPLANO (BOLIVIA);MONITORING (HYDROLOGY);Directed;183935;;2
ALTIPLANO (BOLIVIA);MONITORING (SOCIO-ENVIRONMENTAL);Directed;183936;;1
ALTIPLANO (BOLIVIA);MULTI-AGENT SYSTEM;Directed;183937;;1
ALTIPLANO (BOLIVIA);MULTI-SCALE (SPATIAL);Directed;183938;;2
ALTIPLANO (BOLIVIA);MULTIDISCIPLINARY;Directed;183939;;2
ALTIPLANO (BOLIVIA);NATURAL RESOURCE MANAGEMENT;Directed;183940;;1
ALTIPLANO (BOLIVIA);PARTICIPATORY MAPPING;Directed;183941;;1
ALTIPLANO (BOLIVIA);PLANKTON;Directed;183942;;1
ALTIPLANO (BOLIVIA);PLANKTON (PHYTO);Directed;183943;;1
ALTIPLANO (BOLIVIA);RADAR ALTIMETRY;Directed;183944;;1
ALTIPLANO (BOLIVIA);REMOTE SENSING;Directed;183945;;3
ALTIPLANO (BOLIVIA);RENEWABLE RESOURCE;Directed;183946;;1
ALTIPLANO (BOLIVIA);RESOURCE USE;Directed;183947;;2
ALTIPLANO (BOLIVIA);SCI. ADMINISTRATION AND MANAGEMENT;Directed;183948;;1
ALTIPLANO (BOLIVIA);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;183949;;1
ALTIPLANO (BOLIVIA);SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);Directed;183950;;3
ALTIPLANO (BOLIVIA);SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);Directed;183951;;1
ALTIPLANO (BOLIVIA);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);Directed;183952;;2
ALTIPLANO (BOLIVIA);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;183953;;2
ALTIPLANO (BOLIVIA);SIMULATION (WATER FLOW);Directed;183954;;2
ALTIPLANO (BOLIVIA);SUSTAINABILITY SCIENCE;Directed;183955;;1
ALTIPLANO (BOLIVIA);SUSTAINABLE MANAGEMENT;Directed;183956;;2
ALTIPLANO (BOLIVIA);UMR ESPACE-DEV (SPACE FOR DEVEL.);Directed;183957;;3
ALTIPLANO (BOLIVIA);WATER RESOURCES;Directed;183958;;3
ALTIPLANO (BOLIVIA);WATERSHED (FR: BASSIN VERSANT);Directed;183959;;1
AMAZON PLAIN;AMAZON RIVER;Directed;183960;;1
AMAZON PLAIN;BIODIVERSITY;Directed;183961;;1
AMAZON PLAIN;BIOGEOCHEMISTRY;Directed;183962;;1
AMAZON PLAIN;BISSAU GUINEA;Directed;183963;;1
AMAZON PLAIN;BRAZIL;Directed;183964;;2
AMAZON PLAIN;CARBON CYCLE;Directed;183965;;1
AMAZON PLAIN;CLIMATE ADAPTATION;Directed;183966;;1
AMAZON PLAIN;COLLECTIVE LEARNING;Directed;183967;;1
AMAZON PLAIN;CONSERVATION PLANNING;Directed;183968;;1
AMAZON PLAIN;CONSTRAINT PROGRAMMING;Directed;183969;;1
AMAZON PLAIN;CONTROL AND PREVENTION STRATEGY;Directed;183970;;1
AMAZON PLAIN;DAM (HYDROLOGY);Directed;183971;;1
AMAZON PLAIN;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);Directed;183972;;1
AMAZON PLAIN;DATA (SATELLITE);Directed;183973;;2
AMAZON PLAIN;DATA HETEROGENEITY;Directed;183974;;1
AMAZON PLAIN;DECISION SUPPORT TOOL;Directed;183975;;2
AMAZON PLAIN;ECOSYSTEM (AQUATIC);Directed;183976;;1
AMAZON PLAIN;ENVIRONMENT-SOCIETY RELATIONS;Directed;183977;;2
AMAZON PLAIN;FLOOD (FR: CRUE/INONDATION);Directed;183978;;2
AMAZON PLAIN;FLOODPLAIN;Directed;183979;;2
AMAZON PLAIN;FORECASTING;Directed;183980;;1
AMAZON PLAIN;GEOMATICS;Directed;183981;;2
AMAZON PLAIN;GIS (GEOGR. INFORM. SYS.);Directed;183982;;1
AMAZON PLAIN;GLOBAL CHANGE IMPACT;Directed;183983;;1
AMAZON PLAIN;HYDROLOGICAL BASIN;Directed;183984;;1
AMAZON PLAIN;HYDROLOGICAL MONITORING SYSTEM;Directed;183985;;1
AMAZON PLAIN;HYDROLOGY;Directed;183986;;1
AMAZON PLAIN;HYDROSYSTEM;Directed;183987;;1
AMAZON PLAIN;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;183988;;2
AMAZON PLAIN;LAKE;Directed;183989;;1
AMAZON PLAIN;LIMNOLOGY;Directed;183990;;1
AMAZON PLAIN;MODEL (AGENT-BASED);Directed;183991;;1
AMAZON PLAIN;MODEL (HYBRID);Directed;183992;;1
AMAZON PLAIN;MODEL (NUMERICAL);Directed;183993;;1
AMAZON PLAIN;MODEL DEM (DIGITAL ELEVATION MODEL);Directed;183994;;1
AMAZON PLAIN;MODELLING;Directed;183995;;1
AMAZON PLAIN;MODELLING (COMPANION);Directed;183996;;1
AMAZON PLAIN;MODELLING (CONCEPTUAL);Directed;183997;;1
AMAZON PLAIN;MODELLING (HYDRODYNAMICS);Directed;183998;;1
AMAZON PLAIN;MONITORING (HYDROLOGY);Directed;183999;;1
AMAZON PLAIN;MONITORING (SOCIO-ENVIRONMENTAL);Directed;184000;;1
AMAZON PLAIN;MULTI-AGENT SYSTEM;Directed;184001;;1
AMAZON PLAIN;MULTI-SCALE (SPATIAL);Directed;184002;;2
AMAZON PLAIN;MULTIDISCIPLINARY;Directed;184003;;1
AMAZON PLAIN;NATURAL RESOURCE MANAGEMENT;Directed;184004;;1
AMAZON PLAIN;PARTICIPATORY MAPPING;Directed;184005;;1
AMAZON PLAIN;PLANKTON;Directed;184006;;1
AMAZON PLAIN;PLANKTON (PHYTO);Directed;184007;;1
AMAZON PLAIN;RADAR ALTIMETRY;Directed;184008;;1
AMAZON PLAIN;REMOTE SENSING;Directed;184009;;2
AMAZON PLAIN;RENEWABLE RESOURCE;Directed;184010;;1
AMAZON PLAIN;RESOURCE USE;Directed;184011;;1
AMAZON PLAIN;SCI. ADMINISTRATION AND MANAGEMENT;Directed;184012;;1
AMAZON PLAIN;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;184013;;2
AMAZON PLAIN;SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);Directed;184014;;1
AMAZON PLAIN;SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);Directed;184015;;1
AMAZON PLAIN;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);Directed;184016;;2
AMAZON PLAIN;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;184017;;2
AMAZON PLAIN;SIMULATION (WATER FLOW);Directed;184018;;1
AMAZON PLAIN;SUSTAINABILITY SCIENCE;Directed;184019;;1
AMAZON PLAIN;SUSTAINABLE MANAGEMENT;Directed;184020;;1
AMAZON PLAIN;UMR ESPACE-DEV (SPACE FOR DEVEL.);Directed;184021;;2
AMAZON PLAIN;WATER RESOURCES;Directed;184022;;1
AMAZON PLAIN;WATERSHED (FR: BASSIN VERSANT);Directed;184023;;1
AMAZON RIVER;BIODIVERSITY;Directed;184024;;1
AMAZON RIVER;BIOGEOCHEMISTRY;Directed;184025;;1
AMAZON RIVER;BISSAU GUINEA;Directed;184026;;1
AMAZON RIVER;BRAZIL;Directed;184027;;1
AMAZON RIVER;CARBON CYCLE;Directed;184028;;1
AMAZON RIVER;CLIMATE ADAPTATION;Directed;184029;;1
AMAZON RIVER;COLLECTIVE LEARNING;Directed;184030;;1
AMAZON RIVER;CONSERVATION PLANNING;Directed;184031;;1
AMAZON RIVER;CONSTRAINT PROGRAMMING;Directed;184032;;1
AMAZON RIVER;CONTROL AND PREVENTION STRATEGY;Directed;184033;;1
AMAZON RIVER;DAM (HYDROLOGY);Directed;184034;;1
AMAZON RIVER;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);Directed;184035;;1
AMAZON RIVER;DATA (SATELLITE);Directed;184036;;1
AMAZON RIVER;DATA HETEROGENEITY;Directed;184037;;1
AMAZON RIVER;DECISION SUPPORT TOOL;Directed;184038;;1
AMAZON RIVER;ECOSYSTEM (AQUATIC);Directed;184039;;1
AMAZON RIVER;ENVIRONMENT-SOCIETY RELATIONS;Directed;184040;;1
AMAZON RIVER;FLOOD (FR: CRUE/INONDATION);Directed;184041;;1
AMAZON RIVER;FLOODPLAIN;Directed;184042;;1
AMAZON RIVER;FORECASTING;Directed;184043;;1
AMAZON RIVER;GEOMATICS;Directed;184044;;1
AMAZON RIVER;GIS (GEOGR. INFORM. SYS.);Directed;184045;;1
AMAZON RIVER;GLOBAL CHANGE IMPACT;Directed;184046;;1
AMAZON RIVER;HYDROLOGICAL BASIN;Directed;184047;;1
AMAZON RIVER;HYDROLOGICAL MONITORING SYSTEM;Directed;184048;;1
AMAZON RIVER;HYDROLOGY;Directed;184049;;1
AMAZON RIVER;HYDROSYSTEM;Directed;184050;;1
AMAZON RIVER;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;184051;;1
AMAZON RIVER;LAKE;Directed;184052;;1
AMAZON RIVER;LIMNOLOGY;Directed;184053;;1
AMAZON RIVER;MODEL (AGENT-BASED);Directed;184054;;1
AMAZON RIVER;MODEL (HYBRID);Directed;184055;;1
AMAZON RIVER;MODEL (NUMERICAL);Directed;184056;;1
AMAZON RIVER;MODEL DEM (DIGITAL ELEVATION MODEL);Directed;184057;;1
AMAZON RIVER;MODELLING;Directed;184058;;1
AMAZON RIVER;MODELLING (COMPANION);Directed;184059;;1
AMAZON RIVER;MODELLING (CONCEPTUAL);Directed;184060;;1
AMAZON RIVER;MODELLING (HYDRODYNAMICS);Directed;184061;;1
AMAZON RIVER;MONITORING (HYDROLOGY);Directed;184062;;1
AMAZON RIVER;MONITORING (SOCIO-ENVIRONMENTAL);Directed;184063;;1
AMAZON RIVER;MULTI-AGENT SYSTEM;Directed;184064;;1
AMAZON RIVER;MULTI-SCALE (SPATIAL);Directed;184065;;1
AMAZON RIVER;MULTIDISCIPLINARY;Directed;184066;;1
AMAZON RIVER;NATURAL RESOURCE MANAGEMENT;Directed;184067;;1
AMAZON RIVER;PARTICIPATORY MAPPING;Directed;184068;;1
AMAZON RIVER;PLANKTON;Directed;184069;;1
AMAZON RIVER;PLANKTON (PHYTO);Directed;184070;;1
AMAZON RIVER;RADAR ALTIMETRY;Directed;184071;;1
AMAZON RIVER;REMOTE SENSING;Directed;184072;;1
AMAZON RIVER;RENEWABLE RESOURCE;Directed;184073;;1
AMAZON RIVER;RESOURCE USE;Directed;184074;;1
AMAZON RIVER;SCI. ADMINISTRATION AND MANAGEMENT;Directed;184075;;1
AMAZON RIVER;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;184076;;1
AMAZON RIVER;SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);Directed;184077;;1
AMAZON RIVER;SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);Directed;184078;;1
AMAZON RIVER;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);Directed;184079;;1
AMAZON RIVER;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;184080;;1
AMAZON RIVER;SIMULATION (WATER FLOW);Directed;184081;;1
AMAZON RIVER;SUSTAINABILITY SCIENCE;Directed;184082;;1
AMAZON RIVER;SUSTAINABLE MANAGEMENT;Directed;184083;;1
AMAZON RIVER;UMR ESPACE-DEV (SPACE FOR DEVEL.);Directed;184084;;1
AMAZON RIVER;WATER RESOURCES;Directed;184085;;1
AMAZON RIVER;WATERSHED (FR: BASSIN VERSANT);Directed;184086;;1
BIODIVERSITY;BIOGEOCHEMISTRY;Directed;184087;;1
BIODIVERSITY;BISSAU GUINEA;Directed;184088;;1
BIODIVERSITY;BRAZIL;Directed;184089;;1
BIODIVERSITY;CARBON CYCLE;Directed;184090;;1
BIODIVERSITY;CLIMATE ADAPTATION;Directed;184091;;1
