[[[[[[[Laurent DRAPEAU]]]]]]];ADAPTIVE MANAGEMENT;ANTHROPOGENIC IMPACT;BENGUELA ECOSYSTEM;BUSINESS INTELLIGENCE (FR: INFORM. DÉCISIONNELLE);CAPACITY BUILDING;CARTOGRAPHY AND MAPPING;CLIMATE CHANGE IMPACTS;COMPUTATIONAL INTELLIGENCE;COMPUTER SCIENCE;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (GEOREFERENCED);DATA (HYDROLOGY);DATA (SATELLITE);DATA ANALYSIS;DATA COMMUNICATION NETWORK;DATA CURATION;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA MINING;DATA POOR CONTEXT;DATA PROCESSING;DATA SCIENCE;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DECISION SUPPORT TOOL;ECOSYSTEM (AQUATIC);ECOSYSTEM (COASTAL);ECOSYSTEM DYNAMICS;EDUCATION;PEDAGOGY;EXPERTISE (ENGINEERING);FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;GEOMATICS;GEOSTATISTICS;GIS (GEOGR. INFORM. SYS.);GUINEA REP.;HABITAT (FISH);HUMBOLDT ECOSYSTEM;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);INTEROPERABILITY;IT SYSTEM MANAGEMENT;KENYA;LAND SURFACES;LEBANON;LIDAR (LASER AERIAL IMAGING);MATHEMATICS;MEDITERRANEAN REGION;MIDDLE EAST;MODELLING;MODELLING (MATHEMATICAL);MODELLING (STATISTICAL);MONITORING (LONG-TERM);MOROCCO;MULTIDISCIPLINARY;OBSERVATORY;PHOTOGRAMMETRY;POVERTY;REFUGEE;REMOTE SENSING;REMOTE SENSING VHSR (VERY HIGH SPATIAL RESOLUTION);SCI. ADMINISTRATION AND MANAGEMENT;SDG 01 (SUST. DEVEL. GOAL - POVERTY);SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SENEGAL;SENSOR OBSERVATION SERVICE;SIGNAL PROCESSING;SNOW COVER;SOCIO-ECOSYSTEM;SOUTH AFRICA;SOUTHERN MEDITERRANEAN;SPATIAL DATA INFRASTRUCTURE (SDI);STATISTICS;STATISTICS (SPATIAL);SYSTEMIC APPROACH;TECHNOLOGY INTELLIGENCE (FR: VEILLE TECHNOL.);TIME SERIES;TRAINING (FR: FORMATION);UAV (UNMANNED AERIAL VEHICLE, DRONE);UMR CESBIO (CENTER FOR THE STUDY OF THE BIOSPHERE FROM SPACE);WATER RESOURCES;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[François SABOT]]]]]]];AFRICAN RICE;AGRICULTURE;ALGORITHMICS;BENIN;BIG DATA;BIODIVERSITY;BIOINFORMATICS;BIOLOGY (COMPUTATIONAL);BIOLOGY (EVOLUTIONARY);CAPACITY BUILDING;COMPARATIVE APPROACH;DATA ANALYSIS;DATA MINING;DNA SEQUENCING;DOMESTICATION;EVOLUTIONARY HISTORY (PLANTS);GENETICS;GENOME DIVERSIFICATION;GENOME SEQUENCING;GENOMICS;GENOMICS (EVOLUTIVE);GENOMICS (STRUCTURAL);GRAPH THEORY;HIGH PERFORMANCE COMPUTING (HPC);METADATA;MOLECULAR BIOLOGY;NGS (NEXT GENERATION SEQUENCING);OPEN DATA;OPEN SCIENCE;OPEN SOURCE;PAN-GENOMICS;PARALLEL AND DISTRIBUTED COMPUTING;POPULATION GENETICS;RETROTRANSPOSON;RICE;SDG 02 (SUST. DEVEL. GOAL - ALIMENTATION);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SENEGAL;SOFTWARE ENGINEERING;SPECIATION;TRAINING (FR: FORMATION);UMR DIADE (PLANT DIVERSITY ADAPT. & DEV.);VIETNAM;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Romain GUYOT]]]]]]];AFRICAN RICE;ANDES;ARTIFICIAL INTELLIGENCE;BIODIVERSITY;BIOINFORMATICS;BIOLOGY (COMPUTATIONAL);BIOLOGY (EVOLUTIONARY);BRAZIL;COFFEE TREE (COFFEA);COLOMBIA;COMPARATIVE APPROACH;COMPUTER SCIENCE;DATA (GENETICS);DATA ANALYSIS;DATA PROCESSING;DNA SEQUENCING;DYNAMICAL SYSTEM;ECOLOGY (EVOLUTIONARY);ECUADOR;EPIGENOMICS;EVOLUTIONARY HISTORY (PLANTS);GENETICS;GENOME DIVERSIFICATION;GENOME SEQUENCING;GENOMICS;GENOMICS (EVOLUTIVE);GENOMICS (FUNCTIONAL);GENOMICS (STRUCTURAL);INTEGRATIVE APPROACH;IVORY COAST;MADAGASCAR;MOLECULAR BIOLOGY;MULTI-SCALE (FUNCTIONAL);MULTIDISCIPLINARY;NGS (NEXT GENERATION SEQUENCING);PAN-GENOMICS;PHYLOGENETICS;PLANT BIOLOGY;PLANT VARIETY IMPROVEMENT;RESEARCH INFRASTRUCTURE;RETROTRANSPOSON;RICE;RUBIACEAE (COFFEA);SCI. ADMINISTRATION AND MANAGEMENT;SDG 02 (SUST. DEVEL. GOAL - ALIMENTATION);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SOFTWARE ENGINEERING;SOUTH AMERICA;SOUTH-EAST ASIA;TRAINING (FR: FORMATION);UMR DIADE (PLANT DIVERSITY ADAPT. & DEV.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Julie CARREAU]]]]]]];AGGREGATION (SPATIAL);ALGORITHMIC;ARTIFICIAL NEURAL NETWORK;CLIMATE CHANGE IMPACTS;CLIMATIC FORCING;CLIMATOLOGY (HYDRO);COMPUTER SCIENCE;DOWNSCALING;DISAGGREGATION (STATISTICS);EXTREME EVENT;EXTREME VALUE THEORY;FORECASTING;HYDROLOGICAL BASIN;HYDROLOGY;MATHEMATICS;MEDITERRANEAN SEA;METEOROLOGY (HYDRO);MODELLING;MODELLING (CALIBRATION);MODELLING (MULTI-SCALE);MODELLING (PREDICTIVE);MODELLING (STATISTICAL);MULTI-SCALE (SPATIAL);MULTI-SCALE (TEMPORAL AND FUNCTIONAL);NATURAL HAZARD;NONPARAMETRIC STATISTICS;OPERATIONAL RESEARCH;PATTERN LEARNING (STATISTICS);PRECIPITATION;RAINFALL;R SOFTWARE;SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SFDS (FRENCH SOC. STATISTICS);SPATIAL DYNAMICS;STATISTICS;STATISTICS (SPATIAL);STOCHASTIC WEATHER GENERATOR;TUNISIA;UMR HSM (HYDROSCIENCES MONTPELLIER);WATERSHED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Emmanuel ROUX]]]]]]];AGGREGATION (SPATIAL);AMAZON FOREST;BIG DATA;BIOSTATISTICS;BRAZIL;CARTOGRAPHY AND MAPPING;CLASSIFICATION - TYPOLOGY;COMPUTER SCIENCE;CROSS-BORDER APPROACH;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (HEALTHCARE);DATA (MULTIMODAL);DATA (MULTISOURCE);DATA (SATELLITE);DATA ANALYSIS;DATA CLUSTERING;DATA CURATION;DATA DISSEMINATION;DATA HETEROGENEITY;DATA INTEGRATION;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA MINING;DATA POOR CONTEXT;DATA PREPROCESSING;DATA PROCESSING;DATA QUALITY ASSESSMENT;DATA SCIENCE;DENGUE FEVER;DISEASE INCIDENCE (EPIDEMIOLOGY);ENVIRONMENTAL HEALTH;EPIDEMIOLOGY;EXPLAINABLE AI;FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;FRENCH GUIANA;GEOGRAPHIC INFORMATION SCIENCE;GEOGRAPHY (HEALTH);GEOLOCATION;GEOMATICS;GIS (GEOGR. INFORM. SYS.);HEALTH POLICY;INDICATOR (BIOLOGICAL);INDICATOR (DASHBOARD);INDICATOR (ENVIRONMENTAL);INDICATOR (HEALTH);INFECTIOUS DISEASE;INFORMATION PROCESSING;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);INTEROPERABILITY;MACHINE LEARNING (STRUCTURAL);MALARIA;MODEL (SPATIALLY EXPLICIT);MODELLING;MODELLING (HABITAT/ECOLOGY);MODELLING (MULTI-SCALE);MODELLING (STATISTICAL);MONITORING (HEALTH);MULTI-SCALE (SPATIAL AND TEMPORAL);MULTI-SCALE (SPATIAL);MULTIDISCIPLINARY;MULTIVARIATE DATA ANALYSIS (MVA);OBSERVATORY;ONEHEALTH - ECOHEALTH;OPEN DATA;OPEN SCIENCE;OPEN SOURCE;PUBLIC HEALTH;R (PROGRAMMING LANGUAGE);RADAR ALTIMETRY;REMOTE SENSING;RISK (HEALTH);SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SOUTH AMERICA;SPATIAL ANALYSIS;SPATIAL DYNAMICS;STATISTICS;STATISTICS (SPATIAL);SURVEY (DESIGN);TERRITORY;TRAINING (FR: FORMATION);UMR ESPACE-DEV (SPACE FOR DEVEL.);VECTOR-BORNE DISEASE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Sylvain FERRANT]]]]]]];AGRICULTURE;DATA (SATELLITE);DATA ASSIMILATION;DATA MINING;DATA PREPROCESSING;DATA PROCESSING;DATA QUALITY ASSESSMENT;DATA SCIENCE;FORECASTING;GEOMATICS;HYDROLOGY;HYDROSYSTEM;INTEGRATIVE APPROACH;IRRIGATION;LAND USE;LANDCOVER;MODEL (AGRO-HYDROLOGICAL);MODEL (NUMERICAL);MODEL (SPATIALLY EXPLICIT);MODEL COUPLING;MODELLING;MODELLING (CALIBRATION);MODELLING (HYPER-RESOLVED);MODELLING (INTEGRATED);MONITORING (ENVIRONMENTAL);MONITORING (HYDROLOGY);MULTI-SCALE (SPATIAL);PHOTOGRAMMETRY;RADAR;RANDOM DECISION FOREST;REMOTE SENSING;REMOTE SENSING VHSR (VERY HIGH SPATIAL RESOLUTION);SATELLITE PRODUCT;SDG 02 (SUST. DEVEL. GOAL - ALIMENTATION);SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);SOUTH INDIA;SPATIAL AGRO-HYDROLOGY;UMR CESBIO (CENTER FOR THE STUDY OF THE BIOSPHERE FROM SPACE);WATER MANAGEMENT;WATER RESOURCES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Louise BROUSSEAU]]]]]]];AGRO-ECOLOGY;AMAZON FOREST;ARECACEAE (PALMS);BIODIVERSITY;BIODIVERSITY (ANTHROPOGENIC INFLUENCE);BIODIVERSITY (HOTSPOT);BIOGEOGRAPHY;BIOINFORMATICS;BIOLOGY (COMPUTATIONAL);BIOLOGY (EVOLUTIONARY);BIOSTATISTICS;CLIMATE ADAPTATION;CLIMATE CHANGE IMPACTS;COMPUTER SCIENCE;DATA (GENETICS);DATA MANAGEMENT;DATA MANAGEMENT PLAN;DATA MINING;DATA SCIENCE;DNA SEQUENCING;DOMESTICATION;ECOLOGY (EVOLUTIONARY);ECOLOGY (FOREST);ECOLOGY (LANDSCAPE);ECOLOGY (TERRESTRIAL);EVOLUTIONARY HISTORY (PLANTS);EXOME CAPTURE;FRENCH GUIANA;GENOME SEQUENCING;GENOMICS;GENOMICS (EVOLUTIVE);HIGH PERFORMANCE COMPUTING (HPC);HIGH THROUGHPUT COMPUTING (HTC);HISTORICAL GENOMICS;INTEGRATIVE APPROACH;LOCAL ADAPTATION;MODELLING (BAYESIAN);MODELLING (INFERENTIAL);MODELLING (STATISTICAL);MULTI-SCALE (SPATIAL);MULTIDISCIPLINARY;NATURAL SELECTION;NGS (NEXT GENERATION SEQUENCING);NON-MODEL SPECIES;OPEN DATA;OPEN SCIENCE;PHENOTYPE;PLASTICITY;POPULATION GENETICS;R PROGRAMMING;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SERIOUS GAME;SPECIATION;TRANSCRIPTOMICS;TROPICAL RAIN FOREST;UMR AMAP (BOTANY MODEL. PLANT ARCHITECT. VEGET.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Pierre LARMANDE]]]]]]];AGRONOMY;ARTIFICIAL INTELLIGENCE;ARTIFICIAL NEURAL NETWORK;BIG DATA;BIOCHEMISTRY;BIOINFORMATICS;BIOLOGY (COMPUTATIONAL);CAMEROON;DATA (GENETICS);DATA (MULTISOURCE);DATA ANALYSIS;DATA CLEANING;DATA CLUSTERING;DATA DISCOVERY;DATA DISSEMINATION;DATA DRIVEN APPROACH;DATA HETEROGENEITY;DATA INFRASTRUCTURE;DATA INTEGRATION;DATA INTEROPERABILITY;DATA MINING;DATA PREPROCESSING;DATA PROCESSING;DATA SCIENCE;DATA SHARING;DATA WORKFLOW DEVEL.;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);ENTITY LINKING (FR: ANNOTATION SÉMANTIQUE);FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;GENOME-WIDE ASSOCIATION STUDY (GWAS);GENOMICS;GENOMICS (FUNCTIONAL);INFORMATION SYSTEM;INTEGRATIVE APPROACH;INTEROPERABILITY;KNOWLEDGE DISCOVERY;KNOWLEDGE REPRESENTATION;MACHINE - DEEP LEARNING;MODELLING (MOLECULAR);MOLECULAR BIOLOGY;MULTI-SCALE (FUNCTIONAL);NGS (NEXT GENERATION SEQUENCING);ONTOLOGY;OPEN DATA;OPEN SCIENCE;PHENOTYPE;PLANT BIOLOGY;PLANT VARIETY IMPROVEMENT;RICE;SDG 02 (SUST. DEVEL. GOAL - ALIMENTATION);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SEMANTIC WEB;SENEGAL;TEXT MINING;TROPICAL PLANT;UMR DIADE (PLANT DIVERSITY ADAPT. & DEV.);VIETNAM;WEB OF DATA;WEB PORTAL DEVEL.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Thibault CATRY]]]]]]];ALGORITHMICS;AMAZON PLAIN;BRAZIL;CARTOGRAPHY AND MAPPING;CLIMATE CHANGE IMPACTS;COASTAL PROCESSES;DATA (MULTIMODAL);DATA (MULTISOURCE);DATA (SATELLITE);DATA ANALYSIS;DATA INTEGRATION;DATA PROCESSING;DATA SCIENCE;DECISION SUPPORT TOOL;DEFORESTATION;DENGUE FEVER;ECOSYSTEM SERVICE;ENVIRONMENT-SOCIETY RELATIONS;ENVIRONMENTAL HEALTH;EXTREME EVENT;FLOOD (FR: CRUE/INONDATION);FLOODPLAIN;FRENCH GUIANA;GEOMATICS;GEOSCIENCE;HURRICANE;IMPACT ASSESSMENT (HEALTH);INDIAN OCEAN;INDICATOR (ENVIRONMENTAL);INDICATOR (HEALTH);INDICATOR (SOCIO-ENVIRONMENTAL);MADAGASCAR;MALARIA;MANGROVE;MARINE PROTECTED AREA (MPA);MONITORING (ENVIRONMENTAL);MULTI-SCALE (SPATIAL);MULTI-SENSOR APPROACH;NATURAL HAZARD;RADAR;REMOTE SENSING;RISK (ENVIRONMENTAL);RISK ASSESSMENT;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 11 (SUST. DEVEL. GOAL - CITIES);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SENSOR OBSERVATION SERVICE;SOCIO-ECOSYSTEM;THE REUNION ISLAND;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);TRAINING (FR: FORMATION);UMR ESPACE-DEV (SPACE FOR DEVEL.);VECTOR-BORNE DISEASE;VOLCANOLOGY;WETLAND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Amaury DEHECQ]]]]]]];ALGORITHMICS;ANDES;BIG DATA;BOLIVIA;CLIMATE CHANGE IMPACTS;DATA (GEOREFERENCED);DATA (SATELLITE);DATA ANALYSIS;DATA PREPROCESSING;DATA PROCESSING;ECUADOR;FRENCH ALPS;GEOSCIENCE;GIS (GEOGR. INFORM. SYS.);GLACIOLOGY;HIMALAYA;IMAGE PROCESSING;MODEL DEM (DIGITAL ELEVATION MODEL);OPEN SOURCE;PHOTOGRAMMETRY;RADAR;REMOTE SENSING;REMOTE SENSING VHSR (VERY HIGH SPATIAL RESOLUTION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SOFTWARE ENGINEERING;SOUTH AMERICA;TOPOGRAPHY;TRAINING (FR: FORMATION);UMR IGE (INST. GEOSCI. ENVIRON. RES.);UNCERTAINTY ASSESSMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Sylvain MANGIAROTTI]]]]]]];ALGORITHMICS;ARID OR SEMI-ARID ZONE;CEREAL CROP;CHAOS THEORY;CLASSIFICATION - TYPOLOGY;CLIMATOLOGY (HYDRO);COMPLEX SYSTEM;DATA ANALYSIS;DATA POOR CONTEXT;DETERMINISTIC APPROACH;DIFFERENTIAL EQUATION;DYNAMICAL SYSTEM;GLOBAL MODELLING (MATHEMATICS);INTER-TROPICAL (REGION);LANDCOVER;MATHEMATICS (APPLIED);MODEL (MATHEMATICAL);MODEL (NUMERICAL);MODEL (OPERATIONAL);MODELLING;MODELLING (CHAOS);MODELLING (COMPLEX SYSTEM);MODELLING (EPIDEMICS);MODELLING (MATHEMATICAL);MODELLING (PREDICTIVE);MULTIDISCIPLINARY;NON LINEAR DYNAMICS;OPEN SOURCE;OPERATIONAL RESEARCH;R (PROGRAMMING LANGUAGE);REMOTE SENSING;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);TIME SERIES;TOPOLOGY (MATHEMATICS);TRAINING (FR: FORMATION);UMR CESBIO (CENTER FOR THE STUDY OF THE BIOSPHERE FROM SPACE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Morgan MANGEAS]]]]]]];ALGORITHMICS;ARTIFICIAL INTELLIGENCE;ARTIFICIAL NEURAL NETWORK;ARTISANAL FISHERY;BIG DATA;CLASSIFICATION;TYPOLOGY;CLIMATE-SOCIETY INTERACTION;CLIMATIC FORCING;COMPLEX SYSTEM;CYCLONE;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (FISHERIES);DATA (MULTISOURCE);DATA (SATELLITE);DATA ANALYSIS;DATA FUSION;DATA MINING;DECISION SUPPORT TOOL;DENGUE FEVER;DETERMINISTIC APPROACH;DIFFERENTIAL EQUATION;DYNAMICAL SYSTEM;ECOLOGY (NICHE);ECOSYSTEM (MARINE);ECOSYSTEM DYNAMICS;ECOSYSTEM PROCESSES;ENVIRONMENT (MARINE);ENVIRONMENTAL HEALTH;EPIDEMIC SPREAD;EPIDEMIOLOGY;FORECASTING;GENETIC ALGORITHM;GIS (GEOGR. INFORM. SYS.);INDICATOR (ENVIRONMENTAL);INFECTIOUS DISEASE;LEPTOSPIROSIS;MACHINE;DEEP LEARNING;MATHEMATICS;MATHEMATICS (APPLIED);MODEL (HYBRID);MODEL (MATHEMATICAL);MODEL COUPLING;MODELLING;MODELLING (BAYESIAN);MODELLING (CALIBRATION);MODELLING (COMPLEX SYSTEM);MODELLING (EPIDEMICS);MODELLING (HYDROLOGICAL);MODELLING (MATHEMATICAL);MODELLING (MULTI-SCALE);MODELLING (STATISTICAL);MODELLING (STOCHASTIC PROCESSES);MODELLING (VALIDATION);MULTI-SCALE (SPATIAL AND TEMPORAL);MULTIDISCIPLINARY;NATURAL HAZARD;NEW CALEDONIA;NON LINEAR DYNAMICS;OPERATIONAL RESEARCH;OPTIMAL CONTROL (MATHEMATICS);OPTIMIZATION;PREVENTION (HEALTH);PROBABILITY DISTRIBUTION;PROBABILITY THEORY;PUBLIC HEALTH;R (PROGRAMMING LANGUAGE);REMOTE SENSING;RISK (ENVIRONMENTAL);RISK (HEALTH);RISK ASSESSMENT;ROAD TRAFFIC;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SIGNAL PROCESSING;SIMULATION;SOUTH WESTERN TROPICAL PACIFIC OCEAN;SOUTH-EAST ASIA;SPATIAL DYNAMICS;STATISTICS;TIME SERIES;TROPICAL ENDEMICS;TUNA FISHERIES;UMR ENTROPIE (TROPIC. MAR. ECOL. PACIFIC INDIAN OCEANS);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Christian SELINGER]]]]]]];ALGORITHMICS;ARTIFICIAL INTELLIGENCE;ARTIFICIAL NEURAL NETWORK;BIOINFORMATICS;BIOLOGY (COMPUTATIONAL);CLINICAL RESEARCH INFORMATICS;COMPUTATIONAL TOPOLOGY;COMPUTER SCIENCE;DATA (HEALTHCARE);DATA ANALYSIS;DATA PREPROCESSING;DATA SCIENCE;DIFFERENTIAL EQUATION;DYNAMICAL SYSTEM;EPIDEMIC SPREAD;EPIDEMIOLOGY;EPIDEMIOLOGY (EVOLUTIVE);GENOMICS;GRAPH THEORY;HEALTH POLICY;HIGH PERFORMANCE COMPUTING;HIGH THROUGHPUT COMPUTING (HTC);HIV INFECTION;IMMUNOLOGY;IMMUNOPATHOLOGY;INFECTIOUS DISEASE;INFLUENZA-LIKE ILLNESS (ILI);MACHINE;DEEP LEARNING;MATHEMATICS;MODEL (AGENT-BASED);MODEL SIR (SUSCEPTIBLE INFECTED RECOVERED);MODELLING (EPIDEMICS);MODELLING (MATHEMATICAL);MODELLING (MOLECULAR);MODELLING (STATISTICAL);MODELLING (STOCHASTIC PROCESSES);MULTI STRAIN EPIDEMIC;MULTI-AGENT SYSTEM;MULTIDISCIPLINARY;NON-MARKOVIAN PROCESS;POLIOMYELITIS;POPULATION GENETICS;PROBABILITY DISTRIBUTION;PROBABILITY THEORY;PUBLIC HEALTH;SDG 01 (SUST. DEVEL. GOAL - POVERTY);SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);SIMULATION;SOUTH AFRICA;SOUTH-EAST ASIA;STATISTICS;SYSTEMS BIOLOGY;TROPICAL ENDEMICS;UMR MIVEGEC (INFECTIOUS DISEASES AND VECTORS);VACCINATION;VIETNAM;VIRAL INFECTION;VIROLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Laure BERTI EQUILLE]]]]]]];ALGORITHMICS;ARTIFICIAL INTELLIGENCE;AUTOMATIC LEARNING;BIG DATA;BIODIVERSITY;CARTOGRAPHY AND MAPPING;CLASSIFICATION;TYPOLOGY;COMPUTER SCIENCE;CYBERSECURITY;DATA (HEALTHCARE);DATA (MULTIMODAL);DATA (MULTISOURCE);DATA (QUALITATIVE);DATA (SATELLITE);DATA ANALYSIS;DATA ASSIMILATION;DATA CLEANING;DATA CLUSTERING;DATA CODING;DATA COLLECTION;DATA CURATION;DATA DISCOVERY;DATA DISSEMINATION;DATA FUSION;DATA GLITCH DETECTION (FR: DÉTECTION D'ANOMALIES);DATA INTEGRATION;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA MINING;DATA PREPROCESSING;DATA PROCESSING;DATA QUALITY ASSESSMENT;DATA SCIENCE;DATA WAREHOUSE;DATABASE MANAGEMENT SYSTEM (DBMS);DECISION SUPPORT TOOL;DEVELOPMENT (SOFTWARE);E-LEARNING;EPIDEMIOLOGY;EXPERTISE (ENGINEERING);FACT CHECKING;FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;FORECASTING;IMPACT ASSESSMENT (WATER);INDICATOR (BIOLOGICAL);INDICATOR (ENVIRONMENTAL);KNOWLEDGE DISCOVERY;MACHINE;DEEP LEARNING;METADATA;MODELLING;MODELLING (BAYESIAN);MODELLING (CALIBRATION);MODELLING (CONCEPTUAL);MODELLING (HUMAN-IN-THE-LOOP);MODELLING (INTERDISCIPLINARY);MODELLING (MULTI-SCALE);MODELLING (PREDICTIVE);MULTI-SCALE (SPATIAL AND TEMPORAL);MULTIDISCIPLINARY;OPEN SCIENCE;OPEN SOURCE;PATENT FILING (FR: DÉPOT DE BREVET);PATTERN RECOGNITION;POVERTY;PUBLIC HEALTH;Q-LEARNING;REINFORCEMENT LEARNING;REMOTE SENSING;RISK ASSESSMENT;SDG 01 (SUST. DEVEL. GOAL - POVERTY);SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);SDG 11 (SUST. DEVEL. GOAL - CITIES);SDG 16 (SUST. DEVEL. GOAL - SOCIETY);STATISTICS;SYMBOLIC LEARNING;TECHNOLOGY INTELLIGENCE (FR: VEILLE TECHNOL.);TRAINING (FR: FORMATION);TRUTH DISCOVERY;UMR ESPACE-DEV (SPACE FOR DEVEL.);URBAN COMPUTING;USA (NEW JERSEY);WATER QUALITY;WEB OF DATA;WEB SCRAPING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
